a,b,c,d
1.98809930669526,4.37034454950124,2.06845961033308,28.7371270143226
37.4915161491435,2.07836401397672,17.9825084447659,48.8839778562664
39.0252238965816,0.357901514285932,11.1561680550939,23.9253134926478
26.9086998539688,7.43609548388389,10.5628524123521,17.7743166576492
1.07657217199358,20.8049760823199,22.0905695711891,7.60030385282145
5.72086734256036,29.6732522000027,36.2922905498262,25.5159086025257
21.5217793166366,3.32460274988427,9.38765089552493,19.9080353132525
9.36886661488654,15.0846987027656,32.2643480438354,25.5155728242884
7.51059405648731,39.8829857108773,17.9191059229906,26.5195068784732
36.3264871623016,6.98179232146102,12.4241478358304,8.64013800311733
